match_id,elapsed_time,point_no,server,p1_skill_score,p2_skill_score,p1_physical_score,p2_physical_score,p1_error_score,p2_error_score,p1_win_streak,p2_win_streak,point_victor,win_streak,p1_momentum_score,p2_momentum_score,momentum_diff,diff_sig
2023-wimbledon-1304,3635,94,1,0,0,0.013211207,0.019965148,-1,0,-1,1,2,-1,2.7,2.5,0.2,0
2023-wimbledon-1304,3663,95,1,0.20259066,0,0.020110272,0.034969676,0,0,-2,2,1,-2,3.6,1.2,2.4,-1
2023-wimbledon-1304,3701,96,1,0,0.12479256,0.005069499,0.004118938,0,0,1,-1,2,1,1.90259066,2.5,-0.59740934,0
2023-wimbledon-1304,3729,97,1,0,0.3055706,0.005247852,0.005276296,-1,0,-1,1,2,-1,1.7,2.62479256,-0.92479256,0
2023-wimbledon-1304,3781,98,2,0,0.6166313,0.00212592,0.002113762,0,0,-2,2,2,-2,2.2,2.9055706,-0.7055706,0
2023-wimbledon-1304,3799,99,2,0,0,0.003223228,0.002838095,0,0,-3,3,2,-3,1.3,3.3166313,-2.0166313,1
2023-wimbledon-1304,3815,100,2,0.12479256,0,0.011349611,0.012519463,0,0,-4,4,1,-4,2.4,1.6,0.8,0
2023-wimbledon-1304,3846,101,2,0.12479256,0,0.012294689,0.010488989,0,0,1,-1,1,1,2.62479256,1.7,0.92479256,0
2023-wimbledon-1304,3887,102,2,0,0,0.001895996,0.001895996,0,-1,2,-2,1,2,2.32479256,1.4,0.92479256,-1
2023-wimbledon-1304,3919,103,2,0.3055706,0,0.047704662,0.054646696,0,-1,3,-3,1,3,2.3,2.5,-0.2,1
2023-wimbledon-1304,4048,104,1,0,0,0.002621436,0.002921927,0,0,4,-4,1,4,3.1055706,2.4,0.7055706,0
2023-wimbledon-1304,4076,105,1,0,0,0.003631841,0.003416222,0,0,5,-5,1,5,2.9,0.5,2.4,0
2023-wimbledon-1304,4093,106,1,0.12479256,0,0.002164288,0.002192961,0,0,6,-6,1,6,2.941421356,0.458578644,2.482842712,0
2023-wimbledon-1304,4112,107,1,0,0,0.0030721,0.003162247,0,-1,7,-7,1,7,3.097997641,0.426794919,2.671202722,-1
2023-wimbledon-1304,4162,108,2,0,0,0.003552676,0.00339509,0,0,8,-8,2,8,1.6,2.8,-1.2,0
2023-wimbledon-1304,4184,109,2,0,0,0.002752422,0.002635666,0,0,-1,1,2,-1,1.5,2.9,-1.4,0
2023-wimbledon-1304,4208,110,2,0,0,0.02277998,0.020800409,-1,0,-2,2,2,-2,1.2,2.6,-1.4,0
2023-wimbledon-1304,4226,111,2,0,0,0.002884772,0.002889589,0,0,-3,3,2,-3,2.3,2.7,-0.4,1
2023-wimbledon-1304,4327,112,1,0,0,0.015823467,0.023380476,0,0,-4,4,1,-4,2.8,1.4,1.4,0
2023-wimbledon-1304,4352,113,1,0.12479256,0,0.016620746,0.022027293,0,0,1,-1,1,1,2.9,1.5,1.4,0
2023-wimbledon-1304,4395,114,1,0,0,0.00467125,0.003882633,0,0,2,-2,1,2,2.72479256,1.2,1.52479256,0
2023-wimbledon-1304,4420,115,1,0,0,0.002836573,0.002956311,0,-1,3,-3,1,3,2.7,1.3,1.4,-1
2023-wimbledon-1304,4670,116,2,0,0.6166313,0.002256695,0.002183064,0,0,4,-4,2,4,1.4,3.8,-2.4,0
2023-wimbledon-1304,4689,117,2,0,0,0.041054939,0.03769586,-1,0,-1,1,2,-1,1.5,3.5166313,-2.0166313,0
2023-wimbledon-1304,4712,118,2,0,0,0.014833961,0.013111527,0,0,-2,2,2,-2,2.2,2.6,-0.4,1
2023-wimbledon-1304,4742,119,2,0,0,0.001941592,0.001941592,0,-1,-3,3,1,-3,2.3,1.5,0.8,-1
2023-wimbledon-1304,4771,120,2,0,0,0.009967481,0.00909835,-1,0,1,-1,2,1,1.5,3.9,-2.4,1
2023-wimbledon-1304,4824,121,1,0.12479256,0,0.108530895,0.134593116,0,0,-1,1,1,-1,3.9,1.5,2.4,0
2023-wimbledon-1304,6552,122,1,0,0,0.01013726,0.008200812,0,-1,1,-1,1,1,3.02479256,1.5,1.52479256,-1
2023-wimbledon-1304,6573,123,1,0,0.0777981,0.035847195,0.031244862,0,0,2,-2,2,2,1.4,3.2,-1.8,1
2023-wimbledon-1304,6619,124,1,0.20259066,0,0.024482657,0.030334207,0,0,-1,1,1,-1,2.9,1.5777981,1.3222019,0
2023-wimbledon-1304,6648,125,1,0,0,0.004531733,0.004723268,0,0,1,-1,1,1,3.10259066,1.5,1.60259066,0
2023-wimbledon-1304,6680,126,2,0,0,0.005254472,0.004483288,0,0,2,-2,1,2,2.2,1.4,0.8,0
2023-wimbledon-1304,6707,127,2,0,0,0.005562311,0.004997571,0,-1,3,-3,1,3,2.3,1.5,0.8,-1
2023-wimbledon-1304,6727,128,2,0,0.6166313,0.002360125,0.002317231,0,0,4,-4,2,4,1.4,3.8,-2.4,0
2023-wimbledon-1304,6748,129,2,0,0,0.003955278,0.003852056,0,0,-1,1,2,-1,1.5,3.5166313,-2.0166313,1
2023-wimbledon-1304,6774,130,2,0,0,0.005921969,0.004970031,0,-1,-2,2,1,-2,2.2,1.4,0.8,-1
2023-wimbledon-1304,6812,131,2,0.3055706,0,0.063534065,0.049701378,0,-1,1,-1,1,1,2.5,2.7,-0.2,1
2023-wimbledon-1304,6922,132,1,0,0,0.018838642,0.030909901,0,0,2,-2,1,2,2.9055706,2.2,0.7055706,0
2023-wimbledon-1304,6949,133,1,0.12479256,0,0.017941502,0.020618397,0,0,3,-3,1,3,2.7,1.3,1.4,0
2023-wimbledon-1304,6975,134,1,0,0,0.002594829,0.002912524,0,0,4,-4,1,4,2.92479256,1.4,1.52479256,0
2023-wimbledon-1304,6993,135,1,0,0.12479256,0.00351662,0.003599657,0,0,5,-5,2,5,1.7,1.5,0.2,0
2023-wimbledon-1304,7018,136,1,0,0,0.003157538,0.003333474,0,0,-1,1,1,-1,2.9,1.62479256,1.27520744,-1
2023-wimbledon-1304,7042,137,2,0,0.12479256,0.008180194,0.007614536,0,0,1,-1,2,1,1.5,2.9,-1.4,0
2023-wimbledon-1304,7075,138,2,0,0.6166313,0.002244156,0.002203097,0,0,-1,1,2,-1,1.5,3.02479256,-1.52479256,0
2023-wimbledon-1304,7090,139,2,0,0,0.003015138,0.002922697,0,0,-2,2,2,-2,1.2,3.2166313,-2.0166313,0
2023-wimbledon-1304,7111,140,2,0,0.20259066,0.010086535,0.010985944,0,0,-3,3,2,-3,1.3,2.7,-1.4,0
2023-wimbledon-1304,7220,141,1,0,0,0.006239837,0.005904938,0,0,-4,4,2,-4,1.6,2.60259066,-1.00259066,0
2023-wimbledon-1304,7250,142,1,0,0,0.015744108,0.014863279,-1,0,-5,5,2,-5,0.7,2.5,-1.8,1
2023-wimbledon-1304,7277,143,1,0,0,0.003235352,0.003419088,0,0,-6,6,1,-6,2.858578644,1.541421356,1.317157288,0
2023-wimbledon-1304,7299,144,1,0.0777981,0,0.082281284,0.07545417,0,0,1,-1,1,1,2.9,1.5,1.4,0
2023-wimbledon-1304,7356,145,1,0,0,0.085305643,0.108178527,0,0,2,-2,1,2,2.6777981,1.2,1.4777981,-1
2023-wimbledon-1304,7412,146,1,0,0,0.037944695,0.036763833,0,0,3,-3,2,3,1.5,2.3,-0.8,1
2023-wimbledon-1304,7464,147,1,0.6166313,0,0.002181424,0.002191517,0,0,-1,1,1,-1,2.9,1.5,1.4,0
2023-wimbledon-1304,7485,148,1,0,0,0.003136071,0.003316595,0,0,1,-1,1,1,3.5166313,1.5,2.0166313,-1
2023-wimbledon-1304,7544,149,2,0,0,0.002869264,0.002543312,0,0,2,-2,2,2,1.2,2.6,-1.4,0
2023-wimbledon-1304,7571,150,2,0,0,0.003884413,0.003471754,0,0,-1,1,2,-1,1.5,2.9,-1.4,1
2023-wimbledon-1304,7587,151,2,0,0,0.006202121,0.005623159,0,-1,-2,2,1,-2,2.2,1.4,0.8,-1
2023-wimbledon-1304,7622,152,2,0,0,0.003094354,0.00279868,0,0,1,-1,2,1,1.5,3.9,-2.4,0
2023-wimbledon-1304,7648,153,2,0,0.20259066,0.028476089,0.019835247,0,0,-1,1,2,-1,1.5,2.9,-1.4,1
2023-wimbledon-1304,7745,154,1,0.12479256,0,0.048708689,0.041086535,0,0,-2,2,1,-2,2.6,1.40259066,1.19740934,0
2023-wimbledon-1304,7792,155,1,0,0,0.017158043,0.027406857,0,-1,1,-1,1,1,3.02479256,1.5,1.52479256,-1
2023-wimbledon-1304,7820,156,1,0,0.20259066,0.03430292,0.039699375,0,0,2,-2,2,2,1.4,3.2,-1.8,1
2023-wimbledon-1304,7860,157,1,0,0,0.010929775,0.008485474,0,-1,-1,1,1,-1,2.9,1.70259066,1.19740934,-1
2023-wimbledon-1304,7900,158,1,0,0,0.007279398,0.007345001,-1,0,1,-1,2,1,1.7,3.5,-1.8,1
2023-wimbledon-1304,7926,159,1,0,0.0777981,0.016684838,0.022548774,0,0,-1,1,2,-1,2.7,2.5,0.2,0
2023-wimbledon-1304,7960,160,1,0,0,0.06146887,0.079763966,0,0,-2,2,1,-2,2.6,1.2777981,1.3222019,-1
2023-wimbledon-1304,8010,161,1,0,0,0.123148302,0.138042572,-1,0,1,-1,2,1,1.7,2.5,-0.8,1
2023-wimbledon-1304,8062,162,1,0.12479256,0,0.035914212,0.036725079,0,0,-1,1,1,-1,3.9,1.5,2.4,-1
2023-wimbledon-1304,8109,163,1,0,0,0.038597027,0.033061567,0,0,1,-1,2,1,1.82479256,2.5,-0.67520744,1
2023-wimbledon-1304,8188,164,1,0.12479256,0,0.035762018,0.051261629,0,0,-1,1,1,-1,2.9,1.5,1.4,0
2023-wimbledon-1304,8234,165,1,0,0,0.003463023,0.003198316,0,0,1,-1,1,1,3.02479256,1.5,1.52479256,0
2023-wimbledon-1304,8282,166,2,0,0,0.005811169,0.005620323,0,-1,2,-2,1,2,2.2,1.4,0.8,-1
2023-wimbledon-1304,8298,167,2,0,0,0.003202844,0.002882396,0,0,3,-3,2,3,1.3,3.7,-2.4,0
2023-wimbledon-1304,8314,168,2,0,0,0.014421241,0.008238234,0,0,-1,1,2,-1,1.5,2.9,-1.4,0
2023-wimbledon-1304,8337,169,2,0,0,0.003175705,0.002937377,0,0,-2,2,2,-2,1.2,2.6,-1.4,1
2023-wimbledon-1304,8349,170,2,0,0,0.003834363,0.004358273,0,0,-3,3,1,-3,2.3,1.5,0.8,0
2023-wimbledon-1304,8367,171,2,0,0,0.006355772,0.005199684,0,-1,1,-1,1,1,2.5,1.7,0.8,-1
2023-wimbledon-1304,8400,172,2,0.12479256,0,0.004649609,0.004890461,0,0,2,-2,1,2,2.2,2.4,-0.2,0
2023-wimbledon-1304,8419,173,2,0,0.0777981,0.007985809,0.009920193,0,0,3,-3,2,3,1.42479256,2.7,-1.27520744,1
2023-wimbledon-1304,8444,174,2,0,0,0.020467655,0.017928848,0,0,-1,1,1,-1,2.5,1.7777981,0.7222019,0
2023-wimbledon-1304,8464,175,2,0.3055706,0,0.005639989,0.006009754,0,0,1,-1,1,1,2.5,1.7,0.8,-1
2023-wimbledon-1304,8718,176,1,0,0,0.00593671,0.006100948,-1,0,2,-2,2,2,1.7055706,2.2,-0.4944294,1
2023-wimbledon-1304,8736,177,1,0,0.12479256,0.034972431,0.03847648,0,0,-1,1,2,-1,2.7,2.5,0.2,0
2023-wimbledon-1304,8774,178,1,0.20259066,0,0.04787505,0.04030749,0,0,-2,2,1,-2,2.6,1.32479256,1.27520744,-1
2023-wimbledon-1304,8814,179,1,0,0,0.015972417,0.016897287,0,0,1,-1,2,1,1.90259066,2.5,-0.59740934,1
2023-wimbledon-1304,8842,180,1,0,0,0.009330683,0.011997944,0,-1,-1,1,1,-1,2.9,1.5,1.4,0
2023-wimbledon-1304,8884,181,1,0,0,0.069696092,0.072326192,0,0,1,-1,1,1,2.9,2.5,0.4,-1
2023-wimbledon-1304,8924,182,1,0,0,0.017150618,0.018794832,-1,0,2,-2,2,2,1.4,2.2,-0.8,1
2023-wimbledon-1304,8966,183,1,0,0.3055706,0.038719163,0.028529071,0,0,-1,1,2,-1,2.7,2.5,0.2,-1
2023-wimbledon-1304,9038,184,2,0,0,0.00273064,0.002500799,0,0,-2,2,2,-2,1.2,2.9055706,-1.7055706,0
2023-wimbledon-1304,9056,185,2,0,0.20259066,0.006481731,0.007964001,0,0,-3,3,2,-3,1.3,2.7,-1.4,0
2023-wimbledon-1304,9080,186,2,0,0.6166313,0.002280737,0.002305052,0,0,-4,4,2,-4,1.4,3.00259066,-1.60259066,0
2023-wimbledon-1304,9098,187,2,0,0,0.003639366,0.003598536,0,0,-5,5,2,-5,0.5,3.5166313,-3.0166313,0
2023-wimbledon-1304,9144,188,1,0,0.20259066,0.043489783,0.042836043,0,0,-6,6,2,-6,0.658578644,2.541421356,-1.882842712,1
2023-wimbledon-1304,9196,189,1,0,0,0.00289266,0.003002075,0,0,-7,7,1,-7,1.826794919,1.775795741,0.050999178,0
2023-wimbledon-1304,9219,190,1,0,0,0.005440526,0.009263187,0,0,1,-1,1,1,2.9,1.5,1.4,0
2023-wimbledon-1304,9253,191,1,0,0,0.003236545,0.003196632,0,0,2,-2,1,2,2.6,1.2,1.4,-1
2023-wimbledon-1304,9285,192,1,0,0,0.005976853,0.007324246,-1,0,3,-3,2,3,1.5,2.3,-0.8,1
2023-wimbledon-1304,9308,193,1,0,0,0.008029477,0.010680222,0,0,-1,1,1,-1,3.9,1.5,2.4,-1
2023-wimbledon-1304,9429,194,2,0,0,0.003296148,0.003281697,0,0,1,-1,2,1,1.5,2.9,-1.4,1
2023-wimbledon-1304,9448,195,2,0.12479256,0,0.108487335,0.088599865,0,0,-1,1,1,-1,2.5,1.7,0.8,-1
2023-wimbledon-1304,9505,196,2,0,0,0.051191468,0.043191979,-1,0,1,-1,2,1,1.62479256,2.9,-1.27520744,0
2023-wimbledon-1304,9542,197,2,0,0,0.003665663,0.003071333,0,0,-1,1,2,-1,2.5,2.9,-0.4,1
2023-wimbledon-1304,9557,198,2,0,0,0.033660778,0.03171332,0,0,-2,2,1,-2,2.2,1.4,0.8,-1
2023-wimbledon-1304,9594,199,2,0,0.12479256,0.010069895,0.007056496,0,0,1,-1,2,1,1.5,2.9,-1.4,0
2023-wimbledon-1304,9629,200,1,0,0.12479256,0.011484874,0.010654509,0,0,-1,1,2,-1,1.7,2.62479256,-0.92479256,0
2023-wimbledon-1304,9651,201,1,0,0,0.004987447,0.005522826,-1,0,-2,2,2,-2,1.4,2.32479256,-0.92479256,1
2023-wimbledon-1304,9675,202,1,0,0,0.026755736,0.038492096,0,0,-3,3,1,-3,3.7,1.3,2.4,0
2023-wimbledon-1304,9717,203,1,0,0,0.002911263,0.003076419,0,-1,1,-1,1,1,2.9,1.5,1.4,-1
2023-wimbledon-1304,9756,204,1,0,0,0.034520185,0.034181616,-1,0,2,-2,2,2,1.4,3.2,-1.8,1
2023-wimbledon-1304,9816,205,1,0,0,0.023116459,0.026509028,0,-1,-1,1,1,-1,3.9,1.5,2.4,0
2023-wimbledon-1304,9860,206,1,0,0,0.00310913,0.002930441,0,0,1,-1,1,1,2.9,2.5,0.4,0
2023-wimbledon-1304,9879,207,1,0,0,0.003196278,0.003271287,0,0,2,-2,1,2,2.6,1.2,1.4,0
2023-wimbledon-1304,9984,208,2,0,0,0.006883046,0.005392977,0,-1,3,-3,1,3,2.3,1.5,0.8,-1
2023-wimbledon-1304,10005,209,2,0,0.20259066,0.010601132,0.010987183,0,0,4,-4,2,4,1.4,3.8,-2.4,0
2023-wimbledon-1304,10027,210,2,0,0.6166313,0.002421394,0.002345698,0,0,-1,1,2,-1,1.5,3.10259066,-1.60259066,0
2023-wimbledon-1304,10047,211,2,0,0.12479256,0.031903707,0.026217312,0,0,-2,2,2,-2,1.2,3.2166313,-2.0166313,0
2023-wimbledon-1304,10087,212,2,0,0,0.007195296,0.009266392,0,0,-3,3,2,-3,1.3,2.82479256,-1.52479256,1
2023-wimbledon-1304,10185,213,1,0.6166313,0,0.002315106,0.00238025,0,0,-4,4,1,-4,2.8,1.4,1.4,-1
2023-wimbledon-1304,10201,214,1,0,0,0.016460113,0.016917044,0,0,1,-1,2,1,2.3166313,2.5,-0.1833687,1
2023-wimbledon-1304,10228,215,1,0.12479256,0,0.01500804,0.01775719,0,0,-1,1,1,-1,2.9,1.5,1.4,0
2023-wimbledon-1304,10263,216,1,0,0,0.002900175,0.00331811,0,0,1,-1,1,1,3.02479256,1.5,1.52479256,0
2023-wimbledon-1304,10281,217,1,0,0,0.009669428,0.012511478,0,-1,2,-2,1,2,2.6,1.2,1.4,-1
2023-wimbledon-1304,10391,218,2,0,0,0.018457451,0.019033431,0,0,3,-3,2,3,1.3,3.7,-2.4,0
2023-wimbledon-1304,10419,219,2,0,0,0.015944724,0.013621078,-1,0,-1,1,2,-1,1.5,2.9,-1.4,1
2023-wimbledon-1304,10460,220,2,0,0,0.006062905,0.005466052,0,-1,-2,2,1,-2,3.2,1.4,1.8,-1
2023-wimbledon-1304,10499,221,2,0,0.20259066,0.046506432,0.042521139,0,0,1,-1,2,1,1.5,3.9,-2.4,1
2023-wimbledon-1304,10535,222,2,0,0,0.002124668,0.002124668,0,-1,-1,1,1,-1,2.5,1.90259066,0.59740934,-1
2023-wimbledon-1304,10588,223,2,0,0.0777981,0.01016545,0.01242808,0,0,1,-1,2,1,1.5,3.9,-2.4,1
2023-wimbledon-1304,10651,224,1,0,0,0.002754541,0.003115819,0,0,-1,1,1,-1,2.9,1.5777981,1.3222019,-1
2023-wimbledon-1304,10668,225,1,0,0.12479256,0.003917189,0.003888287,0,0,1,-1,2,1,1.7,2.5,-0.8,1
2023-wimbledon-1304,10696,226,1,0,0,0.002309589,0.002448595,0,0,-1,1,1,-1,2.9,1.62479256,1.27520744,0
2023-wimbledon-1304,10725,227,1,0.20259066,0,0.009973653,0.008838209,0,0,1,-1,1,1,2.9,1.5,1.4,-1
2023-wimbledon-1304,10749,228,1,0,0,0.003980857,0.004653407,-1,0,2,-2,2,2,1.60259066,2.2,-0.59740934,1
2023-wimbledon-1304,10774,229,1,0,0,0.003502898,0.003243925,0,0,-1,1,1,-1,3.9,1.5,2.4,0
2023-wimbledon-1304,10887,230,2,0.0777981,0,0.046214952,0.025567767,0,-1,1,-1,1,1,2.5,1.7,0.8,-1
2023-wimbledon-1304,10919,231,2,0,0.0777981,0.012682873,0.013283626,0,0,2,-2,2,2,1.2777981,3.6,-2.3222019,1
2023-wimbledon-1304,10949,232,2,0,0,0.002133509,0.002133509,0,-1,-1,1,1,-1,2.5,1.7777981,0.7222019,-1
2023-wimbledon-1304,10997,233,2,0,0,0.006788226,0.006220275,0,-1,1,-1,1,1,2.5,2.7,-0.2,0
2023-wimbledon-1304,11018,234,2,0,0.0777981,0.051265489,0.051340956,0,0,2,-2,2,2,1.2,3.6,-2.4,0
2023-wimbledon-1304,11060,235,2,0,0.6166313,0.002321623,0.002297537,0,0,-1,1,2,-1,1.5,2.9777981,-1.4777981,1
2023-wimbledon-1304,11085,236,2,0,0,0.02966638,0.028946577,0,-1,-2,2,1,-2,2.2,2.0166313,0.1833687,-1
2023-wimbledon-1304,11123,237,2,0,0.0777981,0.005273015,0.005765041,0,0,1,-1,2,1,1.5,3.9,-2.4,0
2023-wimbledon-1304,11154,238,2,0,0.12479256,0.054959757,0.043912691,0,0,-1,1,2,-1,1.5,2.9777981,-1.4777981,0
2023-wimbledon-1304,11197,239,2,0,0,0.003553249,0.003698907,0,0,-2,2,2,-2,1.2,2.72479256,-1.52479256,1
2023-wimbledon-1304,11507,240,1,0,0,0.035623299,0.043704677,0,0,-3,3,1,-3,2.7,1.3,1.4,0
2023-wimbledon-1304,11538,241,1,0,0,0.019250587,0.023909347,0,-1,1,-1,1,1,2.9,1.5,1.4,-1
2023-wimbledon-1304,11564,242,1,0,0,0.004187549,0.006056558,0,0,2,-2,2,2,1.4,3.2,-1.8,1
2023-wimbledon-1304,11585,243,1,0.12479256,0,0.008810483,0.013931678,0,0,-1,1,1,-1,2.9,1.5,1.4,0
2023-wimbledon-1304,11610,244,1,0.12479256,0,0.040949771,0.041115156,0,0,1,-1,1,1,3.02479256,1.5,1.52479256,0
2023-wimbledon-1304,11679,245,2,0,0,0.012727438,0.012023692,0,-1,2,-2,1,2,2.32479256,1.4,0.92479256,-1
2023-wimbledon-1304,11717,246,2,0,0.20259066,0.019203654,0.017553246,0,0,3,-3,2,3,1.3,3.7,-2.4,0
2023-wimbledon-1304,11746,247,2,0,0,0.003698416,0.003408477,0,0,-1,1,2,-1,1.5,3.10259066,-1.60259066,1
2023-wimbledon-1304,11769,248,2,0.12479256,0,0.015980926,0.017438882,0,0,-2,2,1,-2,2.2,1.4,0.8,-1
2023-wimbledon-1304,11809,249,2,0,0.0777981,0.105859766,0.100487856,0,0,1,-1,2,1,1.62479256,2.9,-1.27520744,1
2023-wimbledon-1304,11868,250,2,0.12479256,0,0.031055578,0.027353343,0,0,-1,1,1,-1,2.5,1.7777981,0.7222019,-1
2023-wimbledon-1304,11911,251,2,0,0,0.003217848,0.002924238,0,0,1,-1,2,1,1.62479256,2.9,-1.27520744,1
2023-wimbledon-1304,11943,252,2,0.12479256,0,0.018884606,0.013483105,0,0,-1,1,1,-1,2.5,1.7,0.8,0
2023-wimbledon-1304,11985,253,2,0,0,0.039530303,0.032281354,0,-1,1,-1,1,1,2.62479256,1.7,0.92479256,-1
2023-wimbledon-1304,12038,254,2,0,0,0.002376382,0.002405743,0,0,2,-2,2,2,1.2,3.6,-2.4,0
2023-wimbledon-1304,12083,255,2,0,0,0.107696877,0.08756672,-1,0,-1,1,2,-1,1.5,2.9,-1.4,0
2023-wimbledon-1304,12143,256,2,0,0.20259066,0.025738926,0.023606815,0,0,-2,2,2,-2,2.2,2.6,-0.4,0
2023-wimbledon-1304,12178,257,1,0,0,0.005710587,0.00603631,-1,0,-3,3,2,-3,1.5,2.50259066,-1.00259066,1
2023-wimbledon-1304,12207,258,1,0.6166313,0,0.002305948,0.002385773,0,0,-4,4,1,-4,3.8,1.4,2.4,0
2023-wimbledon-1304,12224,259,1,0,0,0.003174251,0.003507544,0,0,1,-1,1,1,3.5166313,1.5,2.0166313,0
2023-wimbledon-1304,12241,260,1,0,0,0.003067907,0.00351612,0,0,2,-2,1,2,2.6,1.2,1.4,0
2023-wimbledon-1304,12257,261,1,0,0,0.003348971,0.003283367,0,-1,3,-3,1,3,2.7,1.3,1.4,-1
2023-wimbledon-1304,12370,262,2,0,0,0.003319879,0.003033381,0,0,4,-4,2,4,1.4,3.8,-2.4,1
2023-wimbledon-1304,12387,263,2,0,0,0.005623654,0.005648887,0,-1,-1,1,1,-1,2.5,1.7,0.8,-1
2023-wimbledon-1304,12422,264,2,0,0.6166313,0.002427396,0.002432214,0,0,1,-1,2,1,1.5,3.9,-2.4,1
2023-wimbledon-1304,12461,265,2,0,0,0.036878857,0.030962162,0,-1,-1,1,1,-1,2.5,2.3166313,0.1833687,-1
2023-wimbledon-1304,12528,266,2,0.12479256,0,0.03660758,0.029221002,0,0,1,-1,1,1,2.5,2.7,-0.2,0
2023-wimbledon-1304,12569,267,2,0,0.6166313,0.002480788,0.002399587,0,0,2,-2,2,2,1.32479256,2.6,-1.27520744,0
2023-wimbledon-1304,12667,268,2,0,0,0.00942621,0.008687139,-1,0,-1,1,2,-1,1.5,3.5166313,-2.0166313,0
2023-wimbledon-1304,12700,269,2,0,0.20259066,0.03204003,0.024517428,0,0,-2,2,2,-2,2.2,2.6,-0.4,0
2023-wimbledon-1304,12745,270,1,0,0,0.067966284,0.064795299,0,0,-3,3,2,-3,1.5,2.50259066,-1.00259066,0
2023-wimbledon-1304,12787,271,1,0,0,0.01337123,0.014067636,-1,0,-4,4,2,-4,1.6,2.4,-0.8,1
2023-wimbledon-1304,12816,272,1,0.0777981,0,0.028616287,0.02883076,0,0,-5,5,1,-5,2.9,1.5,1.4,0
2023-wimbledon-1304,12866,273,1,0,0,0.002979776,0.003020377,0,0,1,-1,1,1,2.9777981,1.5,1.4777981,0
2023-wimbledon-1304,12887,274,1,0.0777981,0,0.009754965,0.012122194,0,0,2,-2,1,2,2.6,1.2,1.4,-1
2023-wimbledon-1304,12911,275,1,0,0,0.029271951,0.027028589,-1,0,3,-3,2,3,1.5777981,2.3,-0.7222019,1
2023-wimbledon-1304,12957,276,1,0.20259066,0,0.019206082,0.021134043,0,0,-1,1,1,-1,3.9,1.5,2.4,0
2023-wimbledon-1304,12989,277,1,0.0777981,0,0.061170128,0.060922853,0,0,1,-1,1,1,3.10259066,1.5,1.60259066,-1
2023-wimbledon-1304,13140,278,2,0,0,0.00298438,0.002782065,0,0,2,-2,2,2,1.2777981,2.6,-1.3222019,1
2023-wimbledon-1304,13159,279,2,0,0,0.0077038,0.006742687,0,-1,-1,1,1,-1,2.5,1.7,0.8,-1
2023-wimbledon-1304,13205,280,2,0,0.6166313,0.002327872,0.002319385,0,0,1,-1,2,1,1.5,3.9,-2.4,0
2023-wimbledon-1304,13224,281,2,0,0.0777981,0.011690452,0.011864554,0,0,-1,1,2,-1,1.5,3.5166313,-2.0166313,0
2023-wimbledon-1304,13250,282,2,0,0,0.002988586,0.003213381,0,0,-2,2,2,-2,1.2,2.6777981,-1.4777981,1
2023-wimbledon-1304,13301,283,1,0,0,0.002477256,0.002618556,0,0,-3,3,1,-3,2.7,1.3,1.4,0
2023-wimbledon-1304,13329,284,1,0,0,0.075216563,0.072254087,0,0,1,-1,1,1,2.9,1.5,1.4,0
2023-wimbledon-1304,13365,285,1,0,0,0.003000203,0.002979099,0,-1,2,-2,1,2,2.6,1.2,1.4,0
2023-wimbledon-1304,13393,286,1,0.20259066,0,0.012004408,0.008702675,0,0,3,-3,1,3,2.7,2.3,0.4,-1
2023-wimbledon-1304,13496,287,2,0,0,0.003338944,0.003271735,0,0,4,-4,2,4,1.60259066,2.8,-1.19740934,0
2023-wimbledon-1304,13514,288,2,0,0.12479256,0.007883778,0.007342893,0,0,-1,1,2,-1,1.5,2.9,-1.4,0
2023-wimbledon-1304,13541,289,2,0,0.6166313,0.002355656,0.002348087,0,0,-2,2,2,-2,1.2,2.72479256,-1.52479256,0
2023-wimbledon-1304,13557,290,2,0,0.12479256,0.105020921,0.105472575,0,0,-3,3,2,-3,1.3,3.3166313,-2.0166313,1
2023-wimbledon-1304,13617,291,1,0,0,0.021926486,0.031559408,0,0,-4,4,1,-4,2.8,1.52479256,1.27520744,-1
2023-wimbledon-1304,13644,292,1,0,0,0.034305342,0.032235394,-1,0,1,-1,2,1,1.7,2.5,-0.8,1
2023-wimbledon-1304,13680,293,1,0,0.20259066,0.028738831,0.038432081,0,0,-1,1,2,-1,2.7,2.5,0.2,0
2023-wimbledon-1304,13715,294,1,0,0,0.002346428,0.00244575,0,0,-2,2,1,-2,2.6,1.40259066,1.19740934,0
2023-wimbledon-1304,13738,295,1,0.20259066,0,0.008857148,0.007370061,0,0,1,-1,1,1,2.9,1.5,1.4,0
2023-wimbledon-1304,13763,296,1,0,0,0.009429416,0.010072834,0,-1,2,-2,1,2,2.80259066,1.2,1.60259066,-1
2023-wimbledon-1304,13877,297,2,0,0,0.006069477,0.004742728,0,-1,3,-3,1,3,2.3,2.5,-0.2,0
2023-wimbledon-1304,13896,298,2,0,0,0.020841571,0.015702483,0,0,4,-4,1,4,2.4,2.6,-0.2,0
2023-wimbledon-1304,13932,299,2,0,0.6166313,0.002384665,0.002361497,0,0,5,-5,2,5,1.5,1.9,-0.4,1
2023-wimbledon-1304,13955,300,2,0,0,0.002189151,0.002189151,0,-1,-1,1,1,-1,2.5,2.3166313,0.1833687,-1
